3.600000000000000000e+03 4.231633377075195312e+01 8.263475194811762847e+00 2.868525505065917969e+01
3.600800000000000182e+03 3.902911758422851562e+01 7.684668597294565195e+00 4.056579971313476562e+01
3.601600000000000364e+03 3.057715225219726562e+01 8.414282456439924118e+00 4.223838043212890625e+01
3.602400000000000546e+03 2.907617759704589844e+01 7.148126051181658447e+00 4.215826034545898438e+01
3.603200000000000728e+03 2.670828247070312500e+01 6.368105252378209791e+00 4.219926452636718750e+01
3.604000000000000909e+03 4.036983108520507812e+01 9.058030936827449864e+00 4.194890594482421875e+01
3.604800000000001091e+03 3.614295196533203125e+01 8.003178343827045182e+00 4.180158996582031250e+01
3.605600000000001273e+03 2.651131439208984375e+01 6.120903808756202658e+00 4.168802642822265625e+01
3.606400000000001455e+03 5.381877136230468750e+01 7.833882440479730036e+00 4.150257873535156250e+01
3.607200000000001637e+03 5.241303634643554688e+01 7.729535092292768361e+00 4.108435058593750000e+01
3.608000000000001819e+03 3.867107772827148438e+01 7.743579618137810705e+00 4.028349304199218750e+01
3.608800000000002001e+03 3.536973571777343750e+01 7.708880484351519513e+00 3.913791275024414062e+01
3.609600000000002183e+03 3.337871551513671875e+01 8.371148010031358666e+00 3.784864425659179688e+01
3.610400000000002365e+03 1.940898132324218750e+01 5.911331926633363487e+00 3.662755584716796875e+01
3.611200000000002547e+03 2.056644439697265625e+01 6.373865063968390032e+00 3.562069702148437500e+01
3.612000000000002728e+03 4.255174636840820312e+01 6.966943613069561003e+00 3.486594009399414062e+01
3.612800000000002910e+03 2.290816879272460938e+01 6.022192995266272497e+00 3.432903289794921875e+01
3.613600000000003092e+03 1.895862579345703125e+01 6.167103035847246062e+00 3.396167755126953125e+01
3.614400000000003274e+03 2.930078125000000000e+01 6.414275895722639120e+00 3.375900268554687500e+01
3.615200000000003456e+03 3.980583190917968750e+01 5.991613295065612022e+00 3.373091125488281250e+01
3.616000000000003638e+03 2.829606056213378906e+01 7.588468115966190197e+00 3.385960388183593750e+01
3.616800000000003820e+03 5.691793823242187500e+01 1.325512441096849159e+01 3.408306884765625000e+01
3.617600000000004002e+03 3.695887756347656250e+01 8.987555163874953124e+00 3.431815719604492188e+01
3.618400000000004184e+03 3.417032623291015625e+01 8.710741206844732076e+00 3.449868011474609375e+01
3.619200000000004366e+03 3.674778366088867188e+01 6.100251410400480800e+00 3.457226943969726562e+01
3.620000000000004547e+03 3.175716400146484375e+01 5.686880179620486864e+00 3.450295639038085938e+01
3.620800000000004729e+03 3.987121963500976562e+01 8.340027258439127067e+00 3.426837158203125000e+01
3.621600000000004911e+03 2.955171775817871094e+01 7.646116222981363286e+00 3.386125946044921875e+01
3.622400000000005093e+03 3.618600845336914062e+01 7.066441549987647619e+00 3.330576705932617188e+01
3.623200000000005275e+03 4.271742248535156250e+01 7.841839343940665508e+00 3.264710235595703125e+01
3.624000000000005457e+03 2.240856552124023438e+01 6.631412751486850610e+00 3.198454093933105469e+01
3.624800000000005639e+03 2.195783233642578125e+01 7.534903850745479303e+00 3.140023231506347656e+01
3.625600000000005821e+03 2.320933723449707031e+01 6.929219215084325256e+00 3.093498611450195312e+01
3.626400000000006003e+03 3.555748748779296875e+01 9.146565994052000548e+00 3.059369087219238281e+01
3.627200000000006185e+03 2.870631599426269531e+01 6.646682131991588527e+00 3.032122421264648438e+01
3.628000000000006366e+03 2.822184181213378906e+01 6.873588099815134633e+00 3.004155540466308594e+01
3.628800000000006548e+03 2.982626152038574219e+01 7.059568510551363474e+00 2.973676681518554688e+01
3.629600000000006730e+03 2.005161666870117188e+01 6.746347612964585849e+00 2.948995208740234375e+01
3.630400000000006912e+03 3.559722900390625000e+01 8.745717487423071645e+00 2.946465873718261719e+01
3.631200000000007094e+03 1.426615715026855469e+01 7.252295966872841504e+00 2.982913589477539062e+01
3.632000000000007276e+03 3.388376235961914062e+01 8.052687428958821059e+00 3.065851974487304688e+01
3.632800000000007458e+03 2.483166503906250000e+01 7.433352449028397757e+00 3.197694206237792969e+01
3.633600000000007640e+03 3.324227142333984375e+01 7.645424816354741360e+00 3.369556045532226562e+01
