3.600000000000000000e+03 7.249925994873046875e+01 6.141102083563510838e+00 4.141276168823242188e+01
3.600800000000000182e+03 6.635097503662109375e+01 7.181279558960562248e+00 5.334182739257812500e+01
3.601600000000000364e+03 5.394081115722656250e+01 6.523767953174925971e+00 5.483917617797851562e+01
3.602400000000000546e+03 5.213259887695312500e+01 6.242377247544885321e+00 5.467494583129882812e+01
3.603200000000000728e+03 6.262681198120117188e+01 6.344599565132176267e+00 5.489469909667968750e+01
3.604000000000000909e+03 6.516455078125000000e+01 6.659236121555725418e+00 5.472652435302734375e+01
3.604800000000001091e+03 6.684498596191406250e+01 5.837937599570948599e+00 5.447378921508789062e+01
3.605600000000001273e+03 5.837401962280273438e+01 5.528085667418396021e+00 5.434755706787109375e+01
3.606400000000001455e+03 5.814927673339843750e+01 5.487912239549933346e+00 5.409631729125976562e+01
3.607200000000001637e+03 5.433523559570312500e+01 5.013495109887840862e+00 5.396783065795898438e+01
3.608000000000001819e+03 6.421266937255859375e+01 5.898938751803456171e+00 5.407616043090820312e+01
3.608800000000002001e+03 6.299671173095703125e+01 6.401574555487179907e+00 5.452053451538085938e+01
3.609600000000002183e+03 6.057611465454101562e+01 5.446382956362533889e+00 5.503221893310546875e+01
3.610400000000002365e+03 4.897923278808593750e+01 4.933231031275461476e+00 5.549459838867187500e+01
3.611200000000002547e+03 6.078126144409179688e+01 5.648972097823893534e+00 5.590245056152343750e+01
3.612000000000002728e+03 5.564667892456054688e+01 5.991189656228874227e+00 5.629284286499023438e+01
3.612800000000002910e+03 5.966363143920898438e+01 5.814823804461045853e+00 5.657892608642578125e+01
3.613600000000003092e+03 5.602947998046875000e+01 5.892101386719002853e+00 5.662001800537109375e+01
3.614400000000003274e+03 5.417421722412109375e+01 5.831721048843585997e+00 5.668552780151367188e+01
3.615200000000003456e+03 4.828135681152343750e+01 5.505984694725793105e+00 5.648169708251953125e+01
3.616000000000003638e+03 5.915667724609375000e+01 5.181318468876701999e+00 5.617397308349609375e+01
3.616800000000003820e+03 4.687649917602539062e+01 5.605796904875929521e+00 5.606429672241210938e+01
3.617600000000004002e+03 4.910739135742187500e+01 5.100341798658674541e+00 5.609275054931640625e+01
3.618400000000004184e+03 5.878540802001953125e+01 5.528878489992037792e+00 5.616252517700195312e+01
3.619200000000004366e+03 5.629298400878906250e+01 5.411478547524747995e+00 5.600711441040039062e+01
3.620000000000004547e+03 5.661589050292968750e+01 5.202945960610764864e+00 5.574652481079101562e+01
3.620800000000004729e+03 6.090082931518554688e+01 5.093963951570373183e+00 5.511397933959960938e+01
3.621600000000004911e+03 6.804253387451171875e+01 5.950963668406791029e+00 5.450343322753906250e+01
3.622400000000005093e+03 4.596197509765625000e+01 4.968765041144735051e+00 5.375437545776367188e+01
3.623200000000005275e+03 4.767109298706054688e+01 5.548721806421227143e+00 5.325394439697265625e+01
3.624000000000005457e+03 5.540978622436523438e+01 5.527018618068702871e+00 5.298538208007812500e+01
3.624800000000005639e+03 5.393549728393554688e+01 5.100697705157245743e+00 5.294422149658203125e+01
3.625600000000005821e+03 6.092478942871093750e+01 5.928397359232286057e+00 5.339418029785156250e+01
3.626400000000006003e+03 5.479180526733398438e+01 5.893001928854466165e+00 5.406159973144531250e+01
3.627200000000006185e+03 7.001490783691406250e+01 6.442840154661856111e+00 5.477361297607421875e+01
3.628000000000006366e+03 4.840642166137695312e+01 5.214502749072727816e+00 5.539434051513671875e+01
3.628800000000006548e+03 4.954379653930664062e+01 5.903880796971039402e+00 5.575950241088867188e+01
3.629600000000006730e+03 5.812905502319335938e+01 4.888346787093142964e+00 5.578940963745117188e+01
3.630400000000006912e+03 5.672508621215820312e+01 5.545216903955604515e+00 5.541073226928710938e+01
3.631200000000007094e+03 6.325285720825195312e+01 5.692406552157118327e+00 5.509966278076171875e+01
3.632000000000007276e+03 4.670250701904296875e+01 4.809611295204596182e+00 5.456981277465820312e+01
3.632800000000007458e+03 4.981077957153320312e+01 4.548996459668075865e+00 5.402666473388671875e+01
3.633600000000007640e+03 5.533624267578125000e+01 4.812679835182518850e+00 5.358203125000000000e+01
3.634400000000007822e+03 6.126202011108398438e+01 5.425325581564872657e+00 5.306694793701171875e+01
3.635200000000008004e+03 4.774227142333984375e+01 4.924994274249681503e+00 5.268295288085937500e+01
3.636000000000008185e+03 6.041366958618164062e+01 5.639995646735463275e+00 5.244990921020507812e+01
3.636800000000008367e+03 5.523865127563476562e+01 5.293279010616280367e+00 5.248341369628906250e+01
3.637600000000008549e+03 6.235785293579101562e+01 5.080220935550833872e+00 5.270881652832031250e+01
3.638400000000008731e+03 5.927318954467773438e+01 5.132693045653167196e+00 5.319755935668945312e+01
3.639200000000008913e+03 5.633823394775390625e+01 5.964134241901870581e+00 5.367900466918945312e+01
3.640000000000009095e+03 6.014073181152343750e+01 5.699290288317296671e+00 5.400830078125000000e+01
3.640800000000009277e+03 6.202701187133789062e+01 5.090281513729120633e+00 5.407151031494140625e+01
